id,carat,cut,color,clarity,depth,table,x,y,z,price
533,1.5,Good,D,I1,63.7,58.0,7.21,7.18,4.58,7592
1507,0.3,Ideal,E,VVS2,61.8,57.0,4.26,4.28,2.64,1013
603,0.56,Premium,D,SI1,61.9,57.0,5.29,5.28,3.26,1815
1208,1.5,Premium,G,SI2,62.6,59.0,7.28,7.22,4.54,8319
1074,0.56,Ideal,F,VS2,62.1,54.0,5.27,5.32,3.29,1836
1303,1.62,Premium,G,SI1,60.6,59.0,7.62,7.58,4.62,11263
60,0.85,Very Good,G,SI1,62.3,57.0,6.1,6.06,3.78,2968
1262,1.52,Ideal,I,SI1,61.2,59.0,7.37,7.31,4.5,7933
92,0.32,Premium,G,VVS1,62.8,58.0,4.35,4.38,2.74,842
666,1.01,Good,G,SI1,63.9,58.0,6.35,6.38,4.06,4989
280,1.1,Ideal,H,SI2,60.9,58.0,6.66,6.7,4.05,4812
1112,1.0,Premium,H,SI1,61.9,59.0,6.44,6.38,3.97,4321
359,0.9,Very Good,F,SI1,62.7,59.0,6.09,6.14,3.83,3725
1545,1.2,Ideal,H,SI1,61.5,56.0,6.86,6.81,4.2,5758
1871,0.27,Good,F,VS1,61.3,64.0,4.15,4.18,2.56,415
847,0.33,Premium,E,VVS1,60.8,59.0,4.47,4.42,2.7,1052
1376,0.55,Ideal,F,VS1,62.0,56.0,5.28,5.25,3.27,1841
110,2.0,Ideal,G,SI2,62.5,56.0,8.09,7.96,5.03,17068
42,0.31,Ideal,H,VS2,61.6,54.0,4.35,4.38,2.69,523
125,1.54,Very Good,G,VS1,63.1,57.0,7.36,7.3,4.63,14344
204,0.3,Very Good,H,SI1,60.7,61.0,4.32,4.35,2.63,432
52,1.2,Premium,J,SI1,63.0,58.0,6.75,6.71,4.26,4276
545,0.31,Ideal,H,VS2,62.4,55.0,4.36,4.38,2.72,628
68,0.42,Ideal,E,VS2,61.7,54.0,4.84,4.86,3.0,1135
1640,1.57,Very Good,E,SI2,59.5,58.0,7.59,7.54,4.53,9505
1546,1.06,Ideal,D,VVS2,62.1,56.0,6.61,6.55,4.09,11092
183,1.01,Premium,J,SI2,59.8,60.0,6.48,6.45,3.86,3519
137,0.91,Good,G,SI1,63.8,56.0,6.12,6.08,3.89,3594
899,0.9,Ideal,H,VS2,62.3,54.0,6.19,6.23,3.86,3819
796,0.71,Ideal,I,VS1,61.3,57.0,5.73,5.78,3.53,2382
132,0.9,Very Good,E,SI2,60.3,56.0,6.25,6.28,3.78,3854
80,0.38,Ideal,D,VS1,61.9,55.0,4.62,4.65,2.87,1093
1481,0.7,Ideal,G,SI2,61.8,57.0,5.72,5.75,3.53,2117
1591,0.4,Premium,D,SI1,61.6,58.0,4.76,4.74,2.92,773
541,0.33,Very Good,I,SI1,63.0,55.0,4.41,4.44,2.78,462
1594,0.31,Premium,D,SI2,59.7,60.0,4.45,4.41,2.64,593
983,0.71,Premium,E,SI1,60.3,62.0,5.77,5.73,3.47,2817
165,1.01,Ideal,D,SI2,62.1,58.0,6.36,6.41,3.96,4853
248,1.51,Ideal,G,VS2,62.4,56.0,7.31,7.33,4.58,11678
446,0.56,Ideal,G,SI1,61.2,56.0,5.32,5.36,3.27,1325
1856,0.7,Ideal,F,SI2,61.3,56.0,5.75,5.78,3.53,1642
858,0.31,Ideal,F,VS2,61.7,57.0,4.37,4.39,2.7,802
1210,0.71,Very Good,G,VS1,63.2,57.0,5.71,5.67,3.6,2551
97,0.3,Ideal,H,SI1,61.8,56.0,4.31,4.33,2.67,464
1972,0.55,Ideal,G,SI1,61.6,56.0,5.27,5.32,3.27,1364
737,0.62,Ideal,H,VS2,61.3,55.0,5.48,5.51,3.37,1641
1774,2.02,Premium,G,SI2,60.8,57.0,8.15,8.12,4.94,13027
102,0.52,Very Good,E,SI1,58.8,58.0,5.28,5.34,3.11,1337
434,0.61,Ideal,G,VVS2,62.0,58.0,5.45,5.48,3.38,2174
74,0.41,Ideal,E,VS1,61.8,54.0,4.78,4.8,2.96,917
1790,0.3,Ideal,D,VS2,60.6,55.0,4.36,4.38,2.65,911
1200,0.7,Ideal,F,VS2,61.9,57.0,5.68,5.72,3.53,3007
918,0.4,Ideal,E,VS1,61.8,56.0,4.71,4.74,2.93,1004
1710,0.34,Ideal,J,VS1,61.7,57.0,4.44,4.47,2.75,537
1669,1.02,Ideal,E,VS2,60.8,56.0,6.55,6.53,3.98,8220
1619,1.03,Ideal,H,SI2,61.7,57.0,6.49,6.53,4.03,4075
762,0.25,Very Good,E,VS1,63.0,56.0,4.01,4.03,2.52,417
989,0.54,Ideal,H,VS2,62.7,57.0,5.18,5.22,3.26,1437
388,0.91,Premium,E,SI1,62.5,60.0,6.21,6.16,3.86,4303
235,0.73,Ideal,G,VS2,62.1,55.0,5.74,5.8,3.59,2915
1505,2.23,Premium,J,VS1,60.7,60.0,8.41,8.37,5.1,17096
267,1.01,Very Good,H,SI1,62.0,59.0,6.43,6.38,3.97,5021
1322,1.52,Very Good,F,SI2,62.9,59.9,7.26,7.28,4.57,7932
117,1.21,Premium,H,SI1,61.9,58.0,6.84,6.8,4.21,6319
1605,0.3,Good,I,VVS1,63.5,55.0,4.24,4.27,2.7,552
673,0.31,Very Good,G,SI1,62.6,54.0,4.36,4.39,2.74,462
249,0.72,Premium,E,VS2,62.0,59.0,5.72,5.76,3.56,2874
1919,0.91,Very Good,E,SI1,62.6,59.0,6.15,6.22,3.87,4165
1993,0.4,Premium,D,SI1,60.6,60.0,4.8,4.76,2.9,990
94,1.0,Premium,F,IF,60.1,60.0,6.49,6.45,3.88,10181
33,0.35,Ideal,D,VS1,60.9,56.0,4.58,4.61,2.8,1065
1884,0.74,Ideal,G,VS1,61.3,57.0,5.85,5.85,3.59,2964
1666,1.3,Premium,J,SI1,62.1,62.0,7.0,6.93,4.32,5134
448,1.82,Premium,E,SI1,60.7,60.0,7.89,7.85,4.81,17849
716,0.31,Ideal,G,VS1,61.9,54.0,4.35,4.38,2.7,646
1263,1.01,Very Good,H,SI1,63.4,58.0,6.34,6.38,4.03,4826
1516,1.7,Ideal,I,VS1,62.1,54.0,7.72,7.68,4.79,14766
0,1.52,Premium,F,VS2,62.2,58.0,7.27,7.33,4.55,13619
1374,0.42,Premium,G,VS1,61.5,58.0,4.82,4.85,2.97,952
1101,1.5,Very Good,H,VS2,62.9,57.0,7.16,7.21,4.52,10479
1108,1.5,Premium,D,I1,61.5,62.0,7.39,7.28,4.5,6300
1225,1.52,Good,D,SI1,61.1,61.0,7.31,7.41,4.49,11487
82,0.5,Ideal,E,VS1,62.4,56.0,5.11,5.06,3.17,1830
1287,1.2,Premium,I,VS1,60.0,58.0,6.95,6.91,4.16,6998
676,0.9,Fair,G,SI1,64.3,56.0,6.05,6.09,3.95,3145
1450,0.34,Ideal,G,VVS2,62.1,56.0,4.48,4.53,2.8,745
1046,1.7,Very Good,I,VS2,62.5,54.0,7.64,7.68,4.78,11268
770,0.51,Ideal,F,SI1,61.9,57.0,5.1,5.13,3.16,1342
1270,0.9,Good,F,SI2,63.2,58.0,6.1,6.05,3.84,3417
1561,0.53,Ideal,E,VS1,62.5,55.0,5.15,5.2,3.23,2192
1781,0.74,Very Good,G,SI2,62.8,59.0,5.73,5.77,3.61,2383
1487,2.33,Very Good,I,VS2,61.6,58.0,8.47,8.56,5.21,16874
404,1.02,Ideal,G,VS2,62.1,57.0,6.37,6.42,3.97,6418
1726,1.06,Premium,F,SI1,61.8,57.0,6.53,6.57,4.05,5198
1934,1.0,Very Good,D,SI1,59.8,54.0,6.51,6.5,3.89,5390
1339,0.52,Ideal,E,VS2,61.7,56.0,5.15,5.18,3.19,1561
104,1.53,Ideal,I,VVS2,61.3,56.0,7.41,7.45,4.55,11531
688,0.5,Premium,H,SI2,63.0,61.0,5.08,4.99,3.17,727
1304,0.9,Premium,D,SI2,61.4,62.0,6.09,6.05,3.73,2958
826,0.9,Very Good,F,SI1,62.3,59.0,6.14,6.17,3.83,3833
62,0.9,Ideal,H,VS2,60.7,55.0,6.15,6.11,3.72,3715
852,0.35,Premium,F,VVS1,59.3,59.0,4.64,4.6,2.69,1094
1352,0.5,Premium,E,SI1,62.3,62.0,5.11,5.06,3.17,1597
223,1.0,Good,H,SI2,63.7,58.0,6.25,6.2,3.96,3850
145,1.33,Very Good,G,VS2,63.0,56.0,6.98,6.91,4.38,8873
1088,1.01,Ideal,D,SI2,61.8,56.0,6.47,6.51,4.01,5741
373,0.34,Premium,D,VS2,62.3,59.0,4.47,4.42,2.77,858
1419,1.5,Very Good,E,SI2,63.1,56.0,7.22,7.25,4.57,8097
1142,0.58,Ideal,E,SI1,62.6,57.0,5.32,5.36,3.35,1608
1825,0.77,Ideal,D,SI1,61.6,56.0,5.87,5.89,3.62,3514
1493,0.3,Ideal,H,VS2,62.5,56.0,4.25,4.28,2.66,489
1600,0.33,Premium,G,VS1,60.0,60.0,4.47,4.5,2.69,666
1269,0.85,Ideal,D,SI2,61.5,56.0,6.08,6.06,3.74,3519
9,0.3,Good,J,VS1,63.6,57.0,4.26,4.28,2.72,421
449,1.5,Premium,G,VS1,60.4,60.0,7.42,7.36,4.47,12512
708,0.7,Ideal,F,SI1,61.5,55.0,5.7,5.74,3.52,2507
255,0.33,Ideal,G,VVS2,61.8,56.0,4.41,4.44,2.74,766
882,0.51,Ideal,D,VS2,60.0,57.0,5.23,5.19,3.11,1680
389,0.24,Very Good,E,VS1,62.0,58.0,3.95,3.99,2.46,419
908,0.9,Premium,F,SI1,61.8,59.0,6.18,6.14,3.8,3959
924,0.3,Ideal,G,IF,62.1,56.0,4.32,4.34,2.69,863
1702,0.72,Premium,F,VS2,61.1,59.0,5.79,5.76,3.53,2862
1231,0.38,Premium,D,VS2,62.2,58.0,4.67,4.63,2.89,981
460,1.24,Ideal,H,VS1,61.4,57.0,6.91,6.95,4.26,8545
1268,0.41,Ideal,F,VVS1,61.7,57.0,4.79,4.78,2.95,1356
1699,1.0,Premium,F,SI1,60.1,58.0,6.45,6.48,3.89,5703
1168,0.31,Very Good,H,SI1,62.9,57.0,4.28,4.31,2.7,449
958,0.51,Ideal,G,VVS1,61.4,55.0,5.15,5.17,3.17,2027
501,1.01,Good,G,VS1,63.7,56.0,6.37,6.4,4.06,6449
739,0.4,Ideal,H,VS2,62.6,57.0,4.68,4.71,2.94,775
1848,0.51,Very Good,G,VS1,62.8,58.0,5.06,5.09,3.19,1660
868,0.43,Ideal,F,VS2,62.5,56.0,4.81,4.85,3.02,884
731,0.7,Very Good,E,SI1,62.8,57.0,5.65,5.69,3.56,3005
539,0.35,Premium,F,VS2,62.4,58.0,4.52,4.47,2.81,906
1201,0.52,Premium,G,SI1,60.9,60.0,5.16,5.21,3.15,1249
697,1.23,Very Good,D,SI2,61.8,58.0,6.92,6.88,4.26,6626
1391,0.3,Premium,G,VS2,62.1,58.0,4.26,4.3,2.66,526
1375,1.0,Premium,H,VS1,60.6,58.0,6.42,6.4,3.89,4518
1145,0.42,Ideal,E,VVS2,61.5,56.0,4.78,4.84,2.96,1096
1031,0.34,Ideal,F,VVS1,61.8,55.0,4.51,4.47,2.78,984
372,0.4,Premium,G,VVS2,61.3,59.0,4.76,4.73,2.91,1050
667,0.53,Ideal,E,VS2,62.0,56.0,5.23,5.17,3.23,2041
1524,0.35,Ideal,D,SI1,61.8,56.0,4.49,4.52,2.78,780
357,1.21,Ideal,D,VS2,61.1,56.0,6.92,6.85,4.21,10453
967,1.5,Premium,I,SI1,61.1,60.0,7.38,7.33,4.49,8467
783,0.7,Very Good,E,SI1,63.1,57.0,5.63,5.69,3.57,2771
735,1.07,Ideal,H,VVS1,62.5,57.0,6.56,6.49,4.08,6989
1035,2.01,Premium,E,SI1,60.5,58.0,8.07,8.17,4.9,16628
970,0.31,Ideal,I,VVS1,62.4,56.0,4.37,4.33,2.71,732
1523,2.2,Premium,J,SI1,62.9,58.0,8.29,8.36,5.23,13280
1828,1.05,Ideal,G,VVS2,59.6,57.0,6.68,6.66,3.97,8104
1859,1.59,Premium,H,VS2,62.4,58.0,7.51,7.46,4.67,10819
1489,0.52,Ideal,D,SI1,61.7,56.0,5.13,5.16,3.18,1600
1641,0.73,Premium,G,SI1,62.5,58.0,5.75,5.8,3.6,2211
1252,0.52,Ideal,D,SI1,61.8,57.0,5.12,5.16,3.18,1600
1692,0.78,Ideal,F,SI2,61.8,54.0,5.93,5.97,3.67,2440
1812,0.7,Ideal,G,SI1,60.1,57.0,5.75,5.78,3.45,2422
1236,0.7,Very Good,G,VS1,63.2,56.0,5.68,5.64,3.58,2520
885,0.41,Premium,E,SI2,61.1,59.0,4.72,4.75,2.89,876
79,0.3,Ideal,H,SI1,62.1,56.0,4.32,4.29,2.67,572
1172,0.33,Ideal,G,VS1,61.3,55.0,4.48,4.45,2.74,729
814,1.02,Premium,I,SI1,62.3,59.0,6.39,6.35,3.97,4391
1284,0.53,Ideal,D,VS2,61.6,57.0,5.18,5.21,3.2,1877
671,1.05,Ideal,H,SI1,60.8,56.0,6.55,6.57,3.99,4880
1530,0.7,Very Good,D,SI1,63.0,57.0,5.61,5.67,3.54,2611
57,0.3,Ideal,G,VVS1,62.6,57.0,4.29,4.26,2.67,1013
133,1.29,Very Good,D,SI1,59.3,59.0,7.18,7.12,4.23,8077
1140,1.7,Premium,F,SI1,60.4,59.0,7.67,7.62,4.61,12655
933,1.01,Premium,F,I1,61.1,57.0,6.43,6.37,3.92,3609
1683,0.32,Very Good,D,SI1,63.5,55.0,4.37,4.33,2.76,589
823,1.01,Very Good,E,SI1,62.9,58.0,6.35,6.44,4.02,5418
1214,2.09,Ideal,G,SI1,60.8,58.0,8.28,8.24,5.04,18029
504,1.03,Ideal,H,SI1,60.6,57.0,6.51,6.55,3.95,4485
1773,0.58,Very Good,H,SI1,61.3,54.0,5.37,5.39,3.3,1161
347,0.3,Ideal,I,SI1,61.5,56.0,4.34,4.38,2.68,394
386,0.32,Ideal,I,VS2,60.7,55.0,4.45,4.49,2.71,576
1024,0.81,Very Good,H,SI1,63.1,58.0,5.92,5.95,3.75,2612
894,1.01,Very Good,H,SI1,63.1,57.0,6.32,6.34,3.99,4678
828,0.44,Ideal,G,SI1,62.6,54.0,4.87,4.88,3.06,975
1891,1.21,Ideal,H,SI1,62.0,56.0,6.81,6.84,4.23,6808
475,0.72,Very Good,F,VVS1,61.8,60.0,5.67,5.74,3.53,3524
1469,0.33,Premium,E,SI1,61.7,59.0,4.44,4.42,2.73,682
1446,0.71,Ideal,F,SI1,61.6,56.0,5.7,5.8,3.54,2719
1395,0.31,Ideal,E,VVS2,61.6,56.0,4.41,4.43,2.72,789
652,0.57,Very Good,J,SI2,60.3,59.0,5.33,5.42,3.24,1121
172,0.55,Very Good,D,SI1,60.7,59.0,5.31,5.29,3.23,1949
1149,0.42,Ideal,D,VS2,60.9,57.0,4.83,4.87,2.94,939
38,0.9,Very Good,E,SI2,62.9,57.0,6.13,6.18,3.88,3084
713,0.92,Premium,D,SI2,61.4,59.0,6.29,6.25,3.85,4317
90,1.04,Ideal,G,VS1,61.3,56.0,6.55,6.57,4.02,7152
1935,1.04,Premium,G,VS2,62.6,59.0,6.5,6.43,4.05,6377
1205,0.53,Ideal,H,VS1,61.9,56.0,5.17,5.22,3.21,1630
875,0.32,Ideal,G,IF,62.4,56.0,4.37,4.39,2.74,799
1350,1.71,Very Good,E,SI1,63.0,58.0,7.59,7.62,4.79,14256
1888,2.22,Premium,D,SI2,62.2,59.0,8.32,8.36,5.18,17608
1093,0.32,Premium,H,VS2,61.2,58.0,4.45,4.5,2.74,505
1155,0.51,Ideal,E,SI1,61.6,56.0,5.14,5.17,3.17,1547
1362,0.31,Very Good,G,VS2,63.2,57.0,4.32,4.27,2.71,487
1957,0.34,Premium,F,VS2,60.0,58.0,4.53,4.56,2.73,751
499,2.14,Premium,I,SI1,61.9,58.0,8.3,8.25,5.11,15821
338,0.58,Ideal,F,VS2,62.2,58.0,5.33,5.34,3.32,1749
1188,0.36,Ideal,D,VS2,62.9,56.0,4.51,4.54,2.85,663
28,1.11,Premium,D,SI1,60.6,59.0,6.74,6.68,4.06,5877
1217,0.41,Ideal,E,SI2,61.4,57.0,4.82,4.8,2.95,638
1324,0.54,Ideal,E,SI1,60.9,57.0,5.32,5.28,3.22,1548
1819,1.09,Ideal,H,SI1,61.8,56.0,6.59,6.64,4.09,4771
945,0.4,Premium,D,SI1,61.9,59.0,4.67,4.7,2.9,990
169,0.58,Ideal,H,VS2,61.7,57.0,5.33,5.36,3.3,1550
1403,1.03,Premium,H,VVS1,61.6,59.0,6.51,6.45,3.98,7372
1197,0.31,Ideal,G,IF,61.9,55.0,4.38,4.42,2.72,891
1253,1.25,Premium,J,VS2,60.4,58.0,7.02,6.97,4.22,5408
1753,1.15,Very Good,I,VS2,62.6,57.0,6.68,6.72,4.2,4959
912,0.53,Ideal,G,SI2,61.0,56.0,5.18,5.22,3.18,1194
491,1.5,Premium,D,SI2,62.1,59.0,7.33,7.3,4.54,8623
953,1.07,Ideal,H,SI2,60.6,56.0,6.64,6.7,4.04,4698
1097,0.38,Premium,F,SI1,61.3,60.0,4.61,4.66,2.84,700
1032,0.25,Ideal,G,VS1,61.1,56.0,4.11,4.13,2.52,436
587,0.26,Ideal,E,VVS1,62.3,56.0,4.07,4.1,2.54,769
750,0.5,Premium,J,SI1,59.9,60.0,5.14,5.09,3.07,1091
657,1.01,Very Good,I,SI1,60.5,61.0,6.48,6.44,3.91,4199
234,0.42,Ideal,G,VS1,62.6,57.0,4.84,4.75,2.99,1050
732,0.9,Very Good,G,SI1,62.5,55.0,6.14,6.17,3.84,3884
1987,0.4,Very Good,E,VS2,59.7,59.0,4.84,4.87,2.89,1087
1837,0.43,Ideal,E,VS1,61.3,59.0,4.87,4.83,2.97,1160
1156,1.2,Premium,E,SI1,62.3,57.0,6.8,6.77,4.23,6751
1468,1.71,Very Good,G,VS2,62.8,58.0,7.54,7.58,4.75,16389
1423,0.42,Very Good,F,SI1,61.5,57.0,4.78,4.81,2.95,926
1626,0.35,Ideal,G,VS1,62.2,57.0,4.53,4.55,2.82,705
934,0.71,Very Good,H,SI1,62.8,59.0,5.66,5.71,3.57,2198
1209,0.7,Good,I,VS1,63.8,57.0,5.59,5.64,3.59,2048
1065,0.72,Premium,F,VS1,62.5,59.0,5.67,5.71,3.55,3284
108,0.31,Ideal,H,VS2,61.4,56.0,4.34,4.38,2.68,477
1541,0.72,Ideal,J,SI1,61.4,57.0,5.75,5.77,3.53,1923
568,0.7,Good,I,SI1,63.0,58.0,5.66,5.69,3.56,2034
1167,1.52,Premium,J,VS2,62.2,58.0,7.33,7.3,4.55,6319
1174,0.52,Very Good,H,SI1,63.1,55.0,5.12,5.16,3.23,1270
890,1.07,Ideal,G,VS2,61.3,55.0,6.59,6.62,4.06,6930
947,1.35,Premium,I,SI2,63.0,59.0,7.07,6.96,4.42,6090
1048,0.4,Ideal,F,VVS2,62.2,56.0,4.72,4.74,2.94,1094
1351,0.71,Very Good,I,VS1,62.8,57.0,5.64,5.7,3.56,2218
1370,0.98,Ideal,G,I1,61.8,57.0,6.35,6.43,3.95,3017
1644,0.7,Very Good,G,SI1,61.7,57.0,5.66,5.7,3.49,2239
884,1.52,Premium,G,VS1,59.1,61.0,7.5,7.46,4.4,13427
1671,0.4,Ideal,D,VS2,61.6,56.0,4.72,4.74,2.91,1005
850,1.51,Premium,H,SI1,60.4,60.0,7.44,7.46,4.5,8995
734,0.77,Premium,D,SI1,60.8,59.0,5.92,5.89,3.6,2655
717,2.06,Premium,H,SI1,59.4,61.0,8.38,8.29,4.91,18242
454,0.33,Premium,G,VVS1,61.9,59.0,4.41,4.43,2.74,868
264,0.36,Ideal,F,VS2,61.0,55.0,4.61,4.65,2.81,821
75,1.29,Ideal,J,SI1,60.5,57.0,7.11,7.05,4.27,6289
1656,0.4,Very Good,D,VS1,61.4,60.0,4.72,4.74,2.9,1066
444,0.51,Ideal,E,SI1,61.9,56.0,5.1,5.15,3.17,1337
395,0.91,Very Good,F,SI1,62.9,60.0,6.11,6.14,3.85,3910
176,0.56,Premium,J,VS2,61.8,60.0,5.35,5.28,3.28,1280
1042,0.54,Premium,G,SI1,61.0,59.0,5.23,5.18,3.18,1391
1734,1.82,Premium,H,SI1,62.2,58.0,7.85,7.74,4.84,13869
1770,0.31,Ideal,F,VVS2,61.8,57.0,4.33,4.35,2.68,789
1379,1.16,Premium,H,SI1,61.1,59.0,6.76,6.71,4.12,4755
595,0.79,Ideal,G,VS2,62.1,55.0,5.94,5.9,3.67,3184
61,1.51,Good,J,VVS1,63.7,58.0,7.19,7.3,4.62,11184
1296,1.05,Premium,E,SI2,62.1,58.0,6.52,6.47,4.04,4444
872,1.0,Good,F,SI1,63.7,59.0,6.3,6.38,4.04,4891
1488,1.22,Ideal,I,SI2,61.6,57.0,6.9,6.94,4.26,5703
1877,1.11,Ideal,F,SI1,61.3,54.0,6.67,6.7,4.1,7877
278,0.5,Good,F,SI1,63.6,56.0,5.01,4.9,3.15,1155
36,0.32,Very Good,H,VVS2,63.5,56.0,4.34,4.31,2.74,730
1514,0.42,Ideal,F,SI1,60.9,55.0,4.83,4.88,2.96,838
662,0.9,Very Good,F,SI1,63.5,56.0,6.1,6.13,3.88,4133
1805,1.02,Ideal,H,VS2,60.9,56.0,6.5,6.53,3.97,5771
1645,0.25,Very Good,F,VS1,62.9,56.0,4.02,4.04,2.54,436
977,1.2,Ideal,F,VS1,61.8,57.0,6.78,6.83,4.21,9425
1832,1.14,Very Good,H,SI1,63.3,57.0,6.62,6.57,4.17,5123
738,0.31,Premium,G,VVS1,62.4,59.0,4.3,4.33,2.69,789
191,2.1,Very Good,F,SI2,60.9,60.0,8.21,8.33,5.04,17909
919,0.52,Ideal,D,VS1,61.1,56.0,5.2,5.22,3.19,1924
456,0.3,Ideal,G,VS1,61.9,57.0,4.29,4.32,2.66,605
675,1.13,Premium,H,SI1,62.5,61.0,6.63,6.56,4.12,4837
760,0.9,Ideal,E,SI1,62.6,57.0,6.12,6.16,3.85,3342
1952,1.27,Ideal,J,VS2,62.6,55.0,6.92,6.87,4.32,7334
1601,0.3,Ideal,F,VS2,62.2,57.0,4.27,4.29,2.66,605
728,0.31,Ideal,G,SI2,62.0,54.0,4.37,4.4,2.72,414
412,0.4,Very Good,F,VS2,63.3,60.0,4.66,4.68,2.96,912
1098,1.6,Ideal,I,SI1,61.2,57.0,7.56,7.5,4.6,8938
825,0.6,Ideal,D,VS1,60.1,56.0,5.44,5.49,3.29,2013
1889,0.32,Ideal,G,VVS1,62.0,56.0,4.39,4.42,2.73,842
616,1.52,Premium,F,SI1,62.0,58.0,7.43,7.36,4.59,10181
114,0.55,Ideal,D,SI2,62.0,57.0,5.23,5.27,3.25,1551
417,0.4,Ideal,E,VS2,61.1,57.0,4.8,4.83,2.94,1050
1909,1.01,Ideal,H,SI2,59.6,60.0,6.54,6.51,3.88,3955
969,0.52,Ideal,G,VS1,62.5,57.0,5.15,5.11,3.2,1624
604,1.24,Premium,D,SI2,61.0,60.0,6.95,6.88,4.22,5670
1917,0.31,Ideal,H,SI1,62.1,55.0,4.34,4.37,2.71,521
89,0.57,Very Good,D,VS2,59.9,57.0,5.33,5.37,3.22,1949
848,0.54,Ideal,D,VS2,61.4,55.0,5.25,5.23,3.21,1875
1518,1.15,Ideal,F,VVS2,62.2,57.0,6.73,6.71,4.18,10872
1916,0.32,Ideal,G,VS2,61.6,57.0,4.4,4.43,2.72,561
753,1.05,Ideal,F,SI2,61.0,59.0,6.56,6.51,3.99,4560
498,1.03,Premium,H,SI1,61.9,59.0,6.42,6.49,4.0,4478
1276,0.32,Ideal,F,VS2,61.9,55.0,4.42,4.4,2.73,828
1325,0.44,Ideal,G,VVS2,61.2,57.0,4.91,4.93,2.99,1181
11,0.23,Ideal,E,VVS2,62.0,57.0,3.96,3.98,2.46,505
396,0.4,Very Good,I,VVS2,60.0,58.0,4.76,4.79,2.87,770
284,2.25,Ideal,H,SI2,61.7,56.0,8.34,8.39,5.16,17186
1066,1.5,Very Good,G,SI2,62.0,56.0,7.25,7.3,4.52,9435
1191,1.27,Premium,H,SI2,61.5,60.0,6.95,6.88,4.26,4732
1743,0.53,Ideal,D,VS1,60.2,53.7,5.27,5.29,3.18,2033
690,0.5,Very Good,F,SI2,61.5,58.0,5.1,5.14,3.15,984
1630,1.05,Premium,G,VS2,62.8,58.0,6.49,6.46,4.06,5600
1874,1.51,Good,F,SI1,62.6,60.0,7.26,7.3,4.56,10701
689,0.5,Good,F,SI1,63.6,57.0,5.09,5.06,3.23,1132
851,1.0,Premium,D,SI1,62.2,58.0,6.41,6.4,3.99,5851
159,0.31,Very Good,D,SI2,63.3,58.0,4.34,4.35,2.75,462
895,1.56,Very Good,G,SI1,61.9,56.0,7.39,7.47,4.6,11836
1574,0.45,Ideal,I,VVS1,61.6,55.0,4.9,4.96,3.03,912
257,0.71,Very Good,E,SI2,59.0,61.0,5.92,5.85,3.46,2368
335,0.7,Very Good,I,VS2,63.4,60.0,5.64,5.6,3.56,2177
1878,0.51,Very Good,G,VS1,62.8,56.0,5.07,5.1,3.19,1656
1039,0.49,Very Good,E,VVS2,63.2,56.0,4.97,5.0,3.15,2263
515,1.51,Premium,F,SI1,62.8,57.0,7.27,7.25,4.56,11491
1348,2.17,Very Good,J,SI2,62.8,58.0,8.19,8.23,5.18,12502
1015,0.4,Very Good,G,VS1,62.7,60.0,4.66,4.72,2.94,774
768,1.0,Ideal,G,VS2,61.7,57.0,6.46,6.44,3.98,5510
1745,0.42,Ideal,H,VS2,61.3,55.0,4.81,4.84,2.96,852
761,1.07,Ideal,G,VS1,61.9,57.0,6.59,6.55,4.07,7371
1246,0.51,Good,G,SI1,63.8,56.0,5.07,5.02,3.22,1185
1203,0.72,Ideal,D,VS2,61.6,56.0,5.76,5.79,3.56,3246
1466,1.33,Premium,H,SI1,59.2,60.0,7.08,7.14,4.25,6237
1982,1.2,Premium,I,VS1,58.7,59.0,6.96,6.89,4.09,5561
521,2.0,Very Good,G,SI2,62.0,62.0,8.0,7.96,4.93,11927
22,0.25,Ideal,E,VS2,61.4,57.0,4.05,4.08,2.48,470
356,0.7,Very Good,H,VS2,61.0,59.0,5.69,5.72,3.48,2512
1277,0.74,Ideal,G,SI1,62.7,54.0,5.78,5.83,3.63,2583
1312,0.34,Ideal,E,VS2,61.1,56.0,4.51,4.54,2.76,846
1681,0.31,Premium,E,SI1,61.8,58.0,4.34,4.29,2.67,732
340,0.55,Good,E,VS2,59.6,61.0,5.3,5.37,3.17,1689
431,1.5,Very Good,J,VVS2,60.5,62.0,7.37,7.41,4.48,8975
473,0.9,Very Good,I,VVS2,62.4,58.0,6.09,6.16,3.83,3205
217,0.33,Ideal,I,VS1,61.3,56.0,4.46,4.49,2.74,891
911,0.91,Very Good,E,SI1,61.8,57.0,6.11,6.16,3.79,4211
1227,0.73,Ideal,E,VS1,61.6,57.0,5.75,5.78,3.55,3351
1667,0.41,Premium,G,VS2,61.3,59.0,4.73,4.77,2.91,1061
1011,0.5,Ideal,E,VS2,62.0,56.0,5.14,5.11,3.18,1555
1948,0.53,Very Good,D,VS1,62.8,57.0,5.14,5.19,3.24,1873
93,1.0,Very Good,E,SI1,61.0,58.0,6.44,6.49,3.93,5973
1008,1.12,Ideal,F,VS2,62.7,57.0,6.6,6.66,4.17,7592
1070,0.41,Ideal,E,VVS2,60.7,56.0,4.82,4.85,2.94,1243
1092,0.9,Premium,I,SI2,62.2,60.0,6.14,6.18,3.83,3001
1960,0.41,Ideal,G,VS1,61.9,57.0,4.8,4.76,2.96,961
1308,0.4,Ideal,F,VS1,61.4,56.0,4.77,4.73,2.91,1129
